job_title,company_name,position_type,job_location,skills,experience
Senior ETL Developer – Informatica,Athenahealth Technology Private Limited,Full time,Bengaluru / Bangalore,"ETL Developer,snowflake,Python,Informatica Power Center,MySQL",4-9 Years
Riversand -Support Engineer,Nilasu Consulting Services Private Limited,Full time,Bengaluru / Bangalore,riversand,1-6 Years
Data Architect,GSPANN Technologies,Full time,"Gurgaon / Gurugram, Hyderabad / Secunderabad, Telangana","Data Architects,Data Architect,Data Architecture",8-18 Years
AWS Python Developer,Cincyr Tech Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","Dynamo,AWS,Etl",8-14 Years
IDQ- Support Engineer,Nilasu Consulting Services Private Limited,Full time,Bengaluru / Bangalore,Informatica Data Quality,2-5 Years
Associate Manager Software Engineering (Hyderabad),9 Staffing,Full time,"Hyderabad / Secunderabad, Telangana","Javascript,Typescript,Node.js,Reactjs,React Native,Azure,Google Cloud",10-15 Years
Data Science Engineer,Electrobrain Modern Technologies Private Limited,Full time,"Noida, Pune",pythondata miningProblem SolvingsqlData Science Pysparkalgorithmsnatural language processingteam handlingtime seriesnosqlanalyticsdeep learningregressionlogistic regressionmongodb,3-8 Years
Data Engineers,Wintech Services ( India) Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","AWS Glue,Data pipelines,Python,Numpy,Pandas,Aws Redshift",7-15 Years
Azure Engineer,Diverse Lynx India Private Limited,Full time,"Bengaluru / Bangalore, Chennai","ADLS gen2,Blobs,Synapse,Logic Apps,SQL databases,rbac,Log Analytics",9-12 Years
Data Scientist,Supernal Infotech Private Limited,Full time,Bengaluru / Bangalore,"Machine Learning,Artificial Intelligence,Python",5-7 Years
Developer Data Analyst- Procurement Logistics,Ecolab,Full time,"Pune, India","snowflake,Business Intelligence,Fivetran,Sql,AWS,Etl,Data Warehousing",2-4 Years
Backend Developer,Siemens Gamesa,Full time,"Bengaluru / Bangalore, India",,Fresher
Lighthouse Azure Data Platform Senior,KPMG,Full time,Bengaluru / Bangalore,"Azure,Data Management",0-2 Years
Lead Data Engineering,Lenskart,Full time,India,"Hadoop/EMR,Airflow,Spark-Streaming,AWS Aurora,Aws Redshift",8-12 Years
"Spclst, Data Sci & Analytics",Carrier Global,Full time,"Hyderabad / Secunderabad, Telangana, India","data pipelines,big data architectures,NoSQL databases,Etl,Data Analytics",3-5 Years
Oracle Data Integrator,Apps Associates (I) Private Limited,Full time,"Bengaluru / Bangalore, Chennai",Odi,5-7 Years
Sr. Consultant - Data Engineering,Cheerios,Full time,Mumbai,"Streaming Database,Sight Machine,Real time data processing,Sql",8-12 Years
IT Developer Analyst II,alight,Full time,"Gurugram, Gurgaon / Gurugram","Agile Processes,AWS Step Functions,Analytical Skills,Development Task Estimation",4-7 Years
Business Systems Analyst 3 / Support,Xoom,Full time,Chennai,"Treasury,reporting technologies,Bloomberg,Fx,Clearwater,Quantum",3-5 Years
Senior BI Developer 1,Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","GCP Dataflow,Pipelines,Apache Neam,BI applications,looks,GCP data engineering certification",5-6 Years
Sr. Software Engineer - Python,Zenarate,Full time,"Gurugram, Gurgaon / Gurugram","glue,appsync,parquet,koalas,hudi,step function,athena,Mongo",2-6 Years
Senior Software Engineer,reunitedtechnologies,Full time,Ahmedabad,"security and privacy,Engineering,Customer Support,development and operations",0-2 Years
Senior Cloud Engineer (Google Cloud),Transcloud Labs,Full time,Chennai,"Cloud Functions,Google Cloud Monitoring,Cloud Run,Stackdriver",5-7 Years
Senior Analyst,Sigma Aldrich Chemicals,Full time,Bengaluru / Bangalore,"SnowSQL,Data Pipelines,Data Replication,Snowflake Functions,rbac",5-10 Years
"Consulting-SA&MA-Analytics and Cognitive- ""AzureDatabricks_ADF_SQL"" - Consultant",Deloitte,Full time,"Bengaluru / Bangalore, India","AzureDatabricks,Sql,python,Adf,cloud platform",4-8 Years
Sr. Software Engineer,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",Full time,"Bengaluru / Bangalore, India","Login,HDFS,Apache Spark Data frame and Datasets,ETL frameworks",7-9 Years
Big Data Developer,Truelancer.com,Full time,India,"hdfs,Hive,python,Machine Learning,Scala,databricks,Azure Data Factory",4-10 Years
Analytics and Modelling Senior Analyst,Accenture in India,Full time,"Delhi, India","DAXs,Design Thinking methodologies,Agile delivery framework,Google Cloud Platform",2-5 Years
IT Developer Analyst II,alight,Full time,"Gurugram, Gurgaon / Gurugram","Agile Processes,AWS Step Functions,Analytical Skills,Development Task Estimation",4-7 Years
Frontend Developer,LTI - Larsen & Toubro Infotech,Full time,"Bengaluru / Bangalore, India","Java,CSS,Angularjs,HTML,Cloud Technology,Sso,Git,Springboot",5-8 Years
AGM - Data Analytics Engineering,John Deere,Full time,"Bengaluru / Bangalore, India","Java,Datastructure,Continuous Delivery,Continuous Integration",2-7 Years
Business Systems Analyst 3 / Support,Xoom,Full time,Chennai,"Treasury,reporting technologies,Bloomberg,Fx,Clearwater,Quantum",3-5 Years
Lead I - Enterprise Solutions,UST Global Singapore Pte Limited,Full time,"Bengaluru / Bangalore, India","SAP S/4HANA,SAP Cloud Platform,SAP BW/4HANA,BTP,R,Python",0-2 Years
Machine Learning Engineer,Winjit Technologies,Full time,"Nasik, Nashik","scikit-learn,darts,statsmodels,Tensorflow,Nlp,Pandas,Numpy",2-4 Years
Cloud Consultant,PradeepIT Consulting Services Pvt Ltd,Full time,"Bengaluru / Bangalore, India","Big Query,Data Transformation,Google Cloud,Sql,data engineering",6-8 Years
De-ID Engineer,PwC Acceleration Centers,Full time,"Bengaluru / Bangalore, India","Enterprise Service Bus,Motivational Skills,Structured data modeling",10-12 Years
Lead BI Engineer,iQuanti,Full time,"Bengaluru / Bangalore, India","Powerbi,OLAP,Agile,Tableau,Azure,Sql,AWS,Etl",4-6 Years
Sr Data Scientist,W. R. Grace & Co.-Conn.,Full time,Chennai,"K-means,GLM,LDA,Statistical and Deep Learning models,NB,Regression",5-7 Years
Specialty Development Senior,FastSwitch - Great Lakes Pvt Ltd.,Full time,India,"Cloud Functions,bigtable,analytics platforms,data lineage,3rd party technologies",5-7 Years
Specialty Development Consultant,FastSwitch - Great Lakes Pvt Ltd.,Full time,India,"Teradata,Hive,Gcp,RDBMS,Hadoop,DataStage,Apache Spark",2-8 Years
Sr Data/ML Engineer,Eze Software Group,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Insights generation,Graph (Neptune,scikit-learn,Neo4j etc.,CI/CD pipelines",3-7 Years
SQL Server Data Engineers,Axcess Tech Systems India Pvt Ltd,Full time,Bengaluru / Bangalore,"clustered configurations,recovery,stored procedures,microsoft sql server databases",0-5 Years
Senior Data Analytics Engineer,Envoy Global,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Azure stack,T-sql,Data Modeling,Power Bi,Tableau,Data Warehouse",4-6 Years
IT Developer Analyst II,alight,Full time,"Gurugram, Gurgaon / Gurugram","Agile Processes,AWS Step Functions,Analytical Skills,Development Task Estimation",4-7 Years
Cloud / Python / Spark Developer / Sr Software Engineer,Legatohealthcom,Full time,"Gurugram, Gurgaon / Gurugram","snowflake,snowpark,ci/cd,Impact Analysis,python,Devops,Terraform",5-7 Years
Ab Initio Developer,ITI Data,Full time,Chennai,"Oracle 11G/12C,interoperability standards,Hortonworks Hadoop,Continuous Integration & Delivery",3-5 Years
Sr Data Scientist,W. R. Grace & Co.-Conn.,Full time,Chennai,"K-means,GLM,LDA,Statistical and Deep Learning models,NB,Regression",5-7 Years
Databricks PySpark Data Engineering - Senior Programmer Analyst,Bilvantis Technologies,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","cloud platforms,Git,Agile Development,Pyspark,Data Warehousing",3-5 Years
Azure - Databricks Engineer,Tredence India Pvt Ltd,Full time,"Bengaluru / Bangalore, India","CircleCI,Data Management,Hadoop,Cassandra,Kafka,Data Warehouse",5-8 Years
AI-Assisted Engineering Trainer,Icreon Tech,Full time,Noida,"Generative AI,AutoML tools,communication,Teaching Skills,multicultural",5-7 Years
Data Warehouse Engineer,Avihs,Full time,"Bengaluru / Bangalore, India","snowflake,dbt,CI/CD,Fivetran,Apache Spark,Kafka,Sql,Google Cloud",3-5 Years
PostgreSQL Data Engineers,Axcess Tech Systems India Pvt Ltd,Full time,Bengaluru / Bangalore,"Git,PostgreSQL,SQL Server,Sql",5-6 Years
Senior Cloud Engineer (Google Cloud),Transcloud Labs,Full time,Chennai,"Cloud Functions,Google Cloud Monitoring,Cloud Run,Stackdriver",5-7 Years
Lead Business Intelligence Engineer,"Celigo, Inc.",Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","thoughtspot,FiveTran,dbt,snowflake,Data Modeling,Tableau",8-10 Years
Senior Cloud Engineer,Hanu Software Solutions Pvt Ltd,Full time,"Greater Noida, Noida","Git,Pyspark,Agile,Azure Databricks,Sql,Azure Sql,Etl,Azure DevOps",3-5 Years
Ab Initio Developer,ITI Data,Full time,Chennai,"Oracle 11G/12C,interoperability standards,Hortonworks Hadoop,Continuous Integration & Delivery",3-5 Years
Sr Data/ML Engineer,Eze Software Group,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Insights generation,Graph (Neptune,scikit-learn,Neo4j etc.,CI/CD pipelines",3-7 Years
Data Warehouse Engineer,Avihs,Full time,"Bengaluru / Bangalore, India","snowflake,dbt,CI/CD,Fivetran,Apache Spark,Kafka,Sql,Google Cloud",3-5 Years
Lead Business Intelligence Engineer,"Celigo, Inc.",Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","thoughtspot,FiveTran,dbt,snowflake,Data Modeling,Tableau",8-10 Years
Software Engineer - Data Scientists,Patientmd,Full time,Kolkata,"Data Analysis,Visualization,Statistical,Business Analysis,Forecasting",3-5 Years
Cloud / Python / Spark Developer / Sr Software Engineer,Legatohealthcom,Full time,"Gurugram, Gurgaon / Gurugram","snowflake,snowpark,ci/cd,Impact Analysis,python,Devops,Terraform",5-7 Years
Data Engineering Lead,Ratnakar Bank Ltd.,Full time,"Mumbai, India","Azure Data Lake Store,Azure Power Shell scripting,Cloud MS Azure,Azure Analysis Services",8-10 Years
Databricks PySpark Data Engineering - Senior Programmer Analyst,Bilvantis Technologies,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","cloud platforms,Git,Agile Development,Pyspark,Data Warehousing",3-5 Years
PostgreSQL Data Engineers,Axcess Tech Systems India Pvt Ltd,Full time,Bengaluru / Bangalore,"Git,PostgreSQL,SQL Server,Sql",5-6 Years
Senior Data Analytics Engineer,Envoy Global,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Azure stack,T-sql,Data Modeling,Power Bi,Tableau,Data Warehouse",4-6 Years
BIG DATA,NR Consulting,Full time,Bengaluru / Bangalore,"Microsoft - SQL Server Integrated Services SSIS (ETL),Talend ETL,data engineering",5-8 Years
SQL Server Data Engineers,Axcess Tech Systems India Pvt Ltd,Full time,Bengaluru / Bangalore,"clustered configurations,recovery,stored procedures,microsoft sql server databases",0-5 Years
Senior Data Engineers/ Tech Lead in Azure Data Engineering space,Munif Enterprise Consulting,Full time,India,"Azure SQL Data Warehouse,Azure Synapse Analytics,PySQL,Azure Analysis Services",7-9 Years
Senior Cloud Engineer,Hanu Software Solutions Pvt Ltd,Full time,"Greater Noida, Noida","Git,Pyspark,Agile,Azure Databricks,Sql,Azure Sql,Etl,Azure DevOps",3-5 Years
AI-Assisted Engineering Trainer,Icreon Tech,Full time,Noida,"Generative AI,AutoML tools,communication,Teaching Skills,multicultural",5-7 Years
Staff Software Engineer,R1 RCM - Revenue Cycle Management,Full time,"Noida, India","Sql,Databricks,T-sql,Python,Nosql,Azure Data Factory,Scala",7-10 Years
PowerBi Expert,CloudHire,Full time,"Hyderabad / Secunderabad, Telangana, India","Machine Learning,Hadoop,Perl,Data Warehousing,Spark,Data Visualization",6-8 Years
Data Analyst,Hyring.com,Full time,India,"data accuracy,data governance standards,data pipelines,orchestration tools",4-15 Years
Senior Software Engineer,Reed Elsevier,Full time,Bengaluru / Bangalore,"CI-CD,Dev-OPS,Java,Javascript,Apache Flink,Scala,Apache Spark",7-9 Years
Software Engineer - Python,Zenarate,Full time,"Gurugram, Gurgaon / Gurugram","glue,appsync,parquet,koalas,hudi,step function,athena,Mongo",1-3 Years
PowerBi Expert,CloudHire,Full time,"Pune, India","Machine Learning,Hadoop,Perl,Data Warehousing,Spark,Data Visualization",6-8 Years
PowerBi Expert,CloudHire,Full time,"Bengaluru / Bangalore, India","Machine Learning,Hadoop,Perl,Data Warehousing,Spark,Data Visualization",6-8 Years
ETL Support Engineer,Mr. Cooper,Full time,"Chennai, India","data bricks,JAMS,Unix,T-sql,SQL Server,Control M,Sql,Gcp",1-2 Years
Lead II - Data Analysis,UST Global Singapore Pte Limited,Full time,"Chennai, India","Scikit-learn,Huggingface,Sentence Transformer,R,Transformer",5-7 Years
Data Platform Architect - GCP/Snowflake | 8+ years,Cisico,Full time,"Bengaluru / Bangalore, India","snowflake,Gcp,Sql,Unix/Linux,Python",8-10 Years
Senior Software Engineer,Zenarate,Full time,"Gurugram, Gurgaon / Gurugram","data pipelines,glue,appsync,parquet,rds sql database,glue workflow",3-6 Years
Executive - BIU and Analytics,Tata AIA Life,Full time,"Thane, India","SSIS,SQL Server,Data Warehousing,Data Analytics,Data Visualization",0-2 Years
Lead II - Software Engineering,UST Global Singapore Pte Limited,Full time,"Thiruvananthapuram / Trivandrum, India","Modelling,Integrated development environment,Kanban,Interface definition languages",3-5 Years
Senior Manager - Strategic Initiatives Data,Tata AIA Life,Full time,"Thane, India","snowflake,CI/CD,Microsoft BI Stack,Azure Sql,ELT,Azure Data Factory",4-8 Years
Lead Data Scientist,Thoucentric,Full time,Bengaluru / Bangalore,"Azure,Machine Learning,python,Nosql,Docker,Deep Learning",6-10 Years
Data Platform Architect - GCP/Snowflake | 8+ years,Cisico,Full time,"Bengaluru / Bangalore, India","snowflake,Gcp,Sql,Unix/Linux,Python",8-10 Years
Python and DBT Engineer,Saras Analytics,Full time,"Hyderabad / Secunderabad, Telangana, India","dbt,snowflake,Apache Airflow,Git,Data Warehousing,Big Data Technologies",0-2 Years
Lead II - Data Analysis,UST Global Singapore Pte Limited,Full time,"Chennai, India","Scikit-learn,Huggingface,Sentence Transformer,R,Transformer",5-7 Years
"ADF, Data Bricks, Azure SQL",Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Agile SDLC,Security,Azure Repos,cloud environment,geographically disparate team",5-7 Years
Senior Manager - Strategic Initiatives Data,Tata AIA Life,Full time,"Thane, India","snowflake,CI/CD,Microsoft BI Stack,Azure Sql,ELT,Azure Data Factory",4-8 Years
Lead II - Software Engineering,UST Global Singapore Pte Limited,Full time,"Thiruvananthapuram / Trivandrum, India","Modelling,Integrated development environment,Kanban,Interface definition languages",3-5 Years
AWS Data Engineering - Senior Programmer Analyst,Bilvantis Technologies,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","glue,Security,event-driven data processing,serverless architecture",3-5 Years
Senior Software Engineer,Zenarate,Full time,"Gurugram, Gurgaon / Gurugram","data pipelines,glue,appsync,parquet,rds sql database,glue workflow",3-6 Years
Senior Software Engineer,Reed Elsevier,Full time,Bengaluru / Bangalore,"CI-CD,Dev-OPS,Java,Javascript,Apache Flink,Scala,Apache Spark",7-9 Years
Data Engineers Job,Yash Technologies Private Limited,Full time,"Bengaluru / Bangalore, India","Apache Ranger,SCC/Git,Python,Sql,Sdlc,Agile,Java,HTML",5-7 Years
Executive - BIU and Analytics,Tata AIA Life,Full time,"Thane, India","SSIS,SQL Server,Data Warehousing,Data Analytics,Data Visualization",0-2 Years
Software Engineer - Python,Zenarate,Full time,"Gurugram, Gurgaon / Gurugram","glue,appsync,parquet,koalas,hudi,step function,athena,Mongo",1-3 Years
Data Analyst,Hyring.com,Full time,India,"data accuracy,data governance standards,data pipelines,orchestration tools",4-15 Years
Software Engineer - Data [AI & ML],Splore,Full time,Bengaluru / Bangalore,"Beam,NOSQL Databases,Java,Scala,PostgreSQL,Kafka,Sql",2-3 Years
Senior Data Integration Engineer,ShyftLabs,Full time,"Hyderabad / Secunderabad, Telangana, India","snowflake,ETL pipelines,Data Warehousing,Gitlab,Data Modeling",3-4 Years
Sr. Consultant - Data Engineering,Cheerios,Full time,"Powai, Mumbai","CPG industry,Data Observability,dbt,Sql,Data Warehousing,Python",7-9 Years
"IT Architect, Staff",Synopsys India Private Limited,Full time,"Hyderabad / Secunderabad, Telangana, India","snowflake,CI/CD,Python,Linux,Kafka,Etl,AWS,Networking",8-10 Years
Lead II - Data Analysis,UST Global Singapore Pte Limited,Full time,"Thiruvananthapuram / Trivandrum, India","R,Sql,Operating Systems,Dbms,google sheets,SAS,MATLAB",5-7 Years
Senior Executive,EXL IT service management,Full time,"Noida, India","python,shell scripting,Hive,hadoop,Ms Excel,Java,Pyspark",0-2 Years
Specialist - Data Engineering,NuStar Technologies,Full time,"Bengaluru / Bangalore, India","snowflake,Matillion,Apache Airflow,Power Bi,Tableau,Sql,Python",6-10 Years
Tech Lead,ESSENWARE PRIVATE LIMITED,Full time,"Hyderabad / Secunderabad, Telangana, India","data lineage,analytical,Axon,metadata,Problem-solving,Data Management",0-2 Years
Support Engineer - IDQ,Ecolab Digital Center (EDC),Full time,Bengaluru / Bangalore,"Service management tools,Analysis,Analytical Skills,data collation",3-5 Years
