job_title,company_name,position_type,job_location,skills,experience
AWS Senior Data Engineer,Tiger Analytics,Full time,"Chennai, Bengaluru / Bangalore","HDFS,data pipelines,Hortonworks Hadoop,Hadoop,Pig,Databricks",3-6 Years
Jr. Data Engineer,Corporate Resources,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","sql/t-sql,data access layers,cosmosdb,snowflake,ml flow,airflow",3-5 Years
"Principal Associate, Data Engineer",Capital One,Full time,"Bengaluru / Bangalore, India","Dask,snowflake,Go,Spark,Emr,Databricks,Python,AWS",1-4 Years
Data Engineer - ETL/Python,Corporate Resources,Full time,"Secunderabad, Mumbai","Data Collection,Troubleshooting,information analysis,Data Analysis",0-2 Years
Data Engineer - ETL/Python,Corporate Resources,Full time,"Secunderabad, Mumbai","Data Collection,Troubleshooting,information analysis,Data Analysis",0-2 Years
Data Engineer (Snowflake & Talend),Innover Digital,Full time,India,,Fresher
Data Engineer,Alstom,Full time,"Bengaluru / Bangalore, India","Airflow,Apache Nifi,Cassandra,Kubernetes,Apache Spark,Docker",10-12 Years
Data Engineer,Yo Hr Consultancy,Full time,"Gurgaon / Gurugram, India","T/SQL,Data bricks,Data Analysis,Pyspark,Data Modelling,Azure Data Factory",6-10 Years
Snowflake - Data Engineer,Jade Global,Full time,"Pune, India","snowflake,CI/CD,data ingestion,Fivetran,data platforms,data infrastructure",0-2 Years
Industrial Data Engineer,Alstom,Full time,India,,Fresher
Senior Data Engineer - Databricks,Tredence Inc.,Full time,"Bengaluru / Bangalore, India","circleci,databricks certified data engineer associate/professional certification",4-10 Years
"Data Engineer- 5+ Yrs , Chennai, India",Cisico,Full time,"Chennai, India","Azure SQL Data Warehouse,Swarm,Python,Scrum,Agile,Unix",4-10 Years
Principal Data Engineer,Brightly,Full time,"Noida, India","snowflake,Athena,Glue,Java,Sql,Agile Development,Software Engineering",3-5 Years
Data Engineer,MobileProgramming,Full time,"Noida, India","Alteryx Designer,Alteryx Server,Data Analysis,SQL SSIS,Alteryx,Power Bi",2-3 Years
Senior Data Engineer,Forbes Advisor,Full time,"Chennai, India","Airflow,Google Ads,dbt,great expectations,Ml,Gcp,Spark,Kafka",3-5 Years
Data Engineer (GCP),Innover Digital,Full time,India,,Fresher
Big Data Engineer,Mantras2success Consultants,Full time,India,"data development,software architecture documentation writing,requirement assessment methods",4-5 Years
Data Engineer,Mindsprint,Full time,"Chennai, India",,Fresher
Lead Data Engineer,Mantras2success Consultants,Full time,India,"SAP Analytics Cloud,Azure Data Lakes,Azure SQL DW,R,Python,Sql",3-5 Years
Big Data Engineer,Mantras2success Consultants,Full time,India,"Ai,CVS,Eclipse Memory Analyzer,Java,Sql,Ml,Introscope,Core",5-7 Years
Lead Data Engineer,Ascendion,Full time,"Bengaluru / Bangalore, India","Glue,Athena,PostgreSQL,data streaming,Redshift,Sql,MySQL",5-7 Years
Data Engineer,Yo Hr Consultancy,Full time,"Bengaluru / Bangalore, India","airflow,Hive,Data Engineer,postgresql,Spark,Pyspark,mongodb",3-5 Years
Big Data Engineer,ESSENWARE PRIVATE LIMITED,Full time,"Bengaluru / Bangalore, India","snowflake,PL/SQL,Scala,Spark,Postgres,Mongodb,Redshift",3-5 Years
Jobs on Cloud Data Engineer,ESSENWARE PRIVATE LIMITED,Full time,"Chennai, India","Azure Data Factory Objects,HIVE DB,Dataframes,Dataflows configuration",8-10 Years
Big Data Engineer,ESSENWARE PRIVATE LIMITED,Full time,"Hyderabad / Secunderabad, Telangana, India","ELT process,Informatica Power Center,Spark Streaming,Pyspark",3-10 Years
GCP Data engineer,DISYS,Full time,"Chennai, India","gcp services,Problem Solving,Collaboration,performance optimization",4-8 Years
Senior Manager - Lead Azure Data Engineer,Corporate Chemistry,Full time,"Mumbai, India","orc,Airflow,Spark pool,Database Designs,Delta lake,NiFi,Integration Runtime",8-10 Years
Senior Data Engineer,Zigsaw,Full time,"Bengaluru / Bangalore, India","Airflow,snowflake,Cloud Data Fusion,Google Cloud Functions,AI Building Blocks",8-10 Years
Lead Azure Data Engineer,Corporate Chemistry,Full time,"Mumbai, India","orc,Airflow,Spark pool,Database Designs,Delta lake,NiFi,Integration Runtime",8-10 Years
Data Engineer,Zigsaw,Full time,India,,Fresher
Senior Data Engineer,Altvu,Full time,"Hyderabad / Secunderabad, Telangana, India","Apache Kafka KSQL,Apache Spark Streaming,C+,Business Objects",5-8 Years
Senior Data Engineer,Forbes Advisor,Full time,"Chennai, India","Airflow,Google Ads,dbt,great expectations,Ml,Gcp,Spark,Kafka",3-5 Years
Data Engineer (Snowflake & Talend),Innover Digital,Full time,India,,Fresher
Data Engineer,Yo Hr Consultancy,Full time,"Gurgaon / Gurugram, India","T/SQL,Data bricks,Data Analysis,Pyspark,Data Modelling,Azure Data Factory",6-10 Years
Senior Data Engineer - Databricks,Tredence Inc.,Full time,"Bengaluru / Bangalore, India","circleci,databricks certified data engineer associate/professional certification",4-10 Years
Data Engineer,Ascendion,Full time,India,"snowflake,IICS,informatic cloud,python,Kafka",0-2 Years
ML Ops Data engineer,ESSENWARE PRIVATE LIMITED,Full time,"Pune, India",,Fresher
Data Engineer (Data Analytics),Mantras2success Consultants,Full time,India,"data pipelines,fintech,Data Analysis,data marts,data engineering",0-2 Years
Sr Azure Data Engineer,True Blue HR Consultants,Full time,"Bengaluru / Bangalore, India","ADW,ADL,Erwin,Adf,Power Bi,Ms Sql Server,Spark,Databricks",5-15 Years
Data Engineer - ETL/Python,Corporate Resources,Full time,"Secunderabad, Mumbai","Data Collection,Troubleshooting,information analysis,Data Analysis",0-2 Years
Hadoop Data Engineer,UST Global Singapore Pte Limited,Full time,"Bengaluru / Bangalore, India","Cloudera Hadoop Ecosystem,Hadoop,Sql,Impala,Data Analytics",5-6 Years
Data Engineer,Info Origin Inc.,Full time,"Hyderabad / Secunderabad, Telangana, India","Insurance Knowledge,Accounting,Team Member,Financial Reporting",2-5 Years
"Data Engineer- 5+ Yrs , Chennai, India",Cisico,Full time,"Chennai, India","Azure SQL Data Warehouse,Swarm,Python,Scrum,Agile,Unix",4-10 Years
Data Engineer,Yo Hr Consultancy,Full time,"Bengaluru / Bangalore, India","Etl Tools,python,data pipeline,aws",2-5 Years
Data Engineer,Ascendion,Full time,India,"Snowflake Pipelines,Etl Informatica,python,Kafka,Informatica Cloud",0-2 Years
Jr. Data Engineer,Corporate Resources,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","sql/t-sql,data access layers,cosmosdb,snowflake,ml flow,airflow",3-5 Years
Partner Solutions Data Engineer,Apptio,Full time,"Bengaluru / Bangalore, India","snowflake,piral framework,secrets manager,argo,jooq,rds,Github",3-5 Years
Data Engineer/Developer – GAM Platform,M&G Global Services Private Limited,Full time,"Mumbai, India","Function App,Solid,Java,C#,Data Factory,Sql,Microservices",3-5 Years
Big Data Engineer,ESSENWARE PRIVATE LIMITED,Full time,"Pune, India","HDFS,scala IDE,Sqoop Import,Hive QL,AWS/Azure SQL,Nifi/Airflow",Fresher
"Principal Associate, Data Engineer",Capital One,Full time,"Bengaluru / Bangalore, India","Dask,snowflake,Go,Spark,Emr,Databricks,Python,AWS",1-4 Years
Process Manager,eClerx Investments Ltd,Full time,"Pune, India","CI/CD,GCP components,Pub Sub,automating deployment process",6-10 Years
IT&D Senior Data Engineer,Reckitt Benckiser India Pvt Ltd,Full time,"Hyderabad / Secunderabad, Telangana, India","Standards,service-oriented architecture,Relational Databases,business analytics",7-9 Years
Partner Solutions Data Engineer,Apptio,Full time,"Bengaluru / Bangalore, India","snowflake,piral framework,secrets manager,argo,jooq,rds,Github",3-5 Years
Data Engineer IRC194660,GlobalLogic A Hitachi Group Company,Full time,"Nagpur, India","Python,Big Data",Fresher
Data Engineer,Mindsprint,Full time,"Chennai, India",,Fresher
Neo Media World | Tech Lead- Data Engineer,Mindshare,Full time,"Gurgaon / Gurugram, India","snowflake,Sql,Power Bi,AWS,Cloud Technologies,Python,Data Warehousing",5-7 Years
Senior Data Engineer OCI,NetSuite,Full time,"Bengaluru / Bangalore, India","Java,Sql,Oracle",0-2 Years
ANI - AWS - Senior Associate 2,PwC Acceleration Centers in India,Full time,"Bengaluru / Bangalore, India","Deep Learning/AI frameworks,data models,cloud platforms,machine Learning libraries",6-8 Years
Senior Data Engineer,S&P Global Market Intelligence,Full time,India,"Airflow,Data Automation,Api Development,Django,Selenium,Data Extraction",2-6 Years
Senior GCP Data Engineer,Techolution,Full time,"India, Anywhere",,2-6 Years
Senior Data Engineer - India,Sistemas Globales S.A.,Full time,"Pune, India","Snowpark,Python-Spark,Scala-Spark,Api,Data Modeling,Python",4-13 Years
Data Engineer Automotive Supply Chain & Technology,S&P Global Market Intelligence,Full time,India,"Team Spirit,Collaboration,Independence,Problem-solving,Beautiful Soup",3-6 Years
Sr. Data Engineer - Associate Tech Specialist,ESSENWARE PRIVATE LIMITED,Full time,"Pune, India","Data ETL,Java,Sql,Python,AWS",5-6 Years
Data Engineer (10160),Andor Tech (India) Pvt Ltd,Full time,Bengaluru / Bangalore,Hadoop or any Cloud Bigdata components (specific to the Data Engineering role)Expertise in Java/Scala/Python,2-5 Years
Big Data Engineer,ESSENWARE PRIVATE LIMITED,Full time,"Pune, India","HDFS,scala IDE,Sqoop Import,Hive QL,AWS/Azure SQL,Nifi/Airflow",Fresher
Data Engineer (10160),Andor Tech (India) Pvt Ltd,Full time,Bengaluru / Bangalore,Hadoop or any Cloud Bigdata components (specific to the Data Engineering role)Expertise in Java/Scala/Python,2-5 Years
Senior Data Engineer - India,Sistemas Globales S.A.,Full time,"Pune, India","Snowpark,Python-Spark,Scala-Spark,Api,Data Modeling,Python",4-13 Years
Data-Engineer,Aspire Systems,Full time,India,,
Azure Data Engineer,Miracle Software Systems India Private Limited,Full time,India,"azure sql database,azure blob storage,snowflake,azure cloud services",3-5 Years
Lead Assistant Manager,EXL IT service management,Full time,"Gurgaon / Gurugram, India","ETL Developer,ETL and Data Modelling,Hadoop Developer,Azure Developer",Fresher
Data Engineer - Hadoop Developers (1095),Andor Tech (India) Pvt Ltd,Full time,Bengaluru / Bangalore,2 years of experience in Hadoop or any Cloud Bigdata components (specific to the Data Engineering role)Expertise in Java/Scala/Python,
Data Engineer,Alumnus Software,Full time,"Kolkata, India","dask,Go,airflow,consumer,Retail,communication,Data Validation",1-3 Years
Big Data Engineer,Bechtel Corporation,Full time,"Delhi, India","AzureML,CNTK,MLflow,Sci-kit Learn,Sql,Databricks,Keras,AWS",5-8 Years
Data Engineer,Miracle Software Systems India Private Limited,Full time,India,"Airflow,Google Cloud Storage,CI/CD,Cloud Build,bigtable,Tekton",4-6 Years
Jr Data Engineer,Corner Tree Consulting (p) Ltd,Full time,Bengaluru / Bangalore,"Devops Tool,Sql,Python,Etl,Scala,data engineering",5-8 Years
GCP Data Architect,eJAmerica,Full time,"Chennai, India","Persistent disk IAM,Cloud Spanner,Big table,Organization,Projects",12-20 Years
Data Engineer,Iongroup,Full time,"Noida, India",,Fresher
Senior Analytics Data Engineer,hyperx hp direct,Full time,"Bengaluru / Bangalore, India","Excel Charts,Ecommerce,Problem Solving,Airflow,Jira Confluence",6-10 Years
Sr. Data Engineer - Associate Tech Specialist,ESSENWARE PRIVATE LIMITED,Full time,"Pune, India","Data ETL,Java,Sql,Python,AWS",5-6 Years
Senior Data Engineer - CTO-SDE/270401/2023,Tata Elxsi,Full time,"India, Pune",,3-5 Years
Lead Assistant Manager,EXL IT service management,Full time,"Gurgaon / Gurugram, India","ETL Developer,ETL and Data Modelling,Hadoop Developer,Azure Developer",Fresher
GCP Data Architect,eJAmerica,Full time,"Hyderabad / Secunderabad, Telangana, India","Cloud Spanner,Big table,Organization,Projects,Cloud Pub/Sub",12-20 Years
Manager_Lead_GCP platform engineer_Pune,Vodafone,Full time,Pune,"CI CD,data integration patterns,Associate Terraform Certified,GCP cloud platform",4-5 Years
Snowflake Architect,Capgemini Technology Services India Limited,Full time,"Hyderabad / Secunderabad, Telangana","""Snowflake"",""Snowflake Architect"",AWS",5-9 Years
Mlops Engineer,LTIMindtree Limited,Full time,"Mumbai, Pune","Mlop,Data bricks,Azure",5-8 Years
Data Engineering or MDM Developer,Macropace Technologies,Full time,"Bengaluru / Bangalore, Chennai","Master data management,Sql",8-10 Years
Mlops Engineer,LTIMindtree Limited,Full time,"Bengaluru / Bangalore, Kolkata","Mlop,Data bricks,Azure",5-8 Years
"Sr Analyst, Data Engineering",Cardinal Health,Full time,"Bengaluru / Bangalore, India","Cloud Native Technologies,SQL Server,data discovery,Bi Reporting",3-5 Years
Mlops Engineer,LTIMindtree Limited,Full time,"Chennai, Hyderabad / Secunderabad, Telangana","Mlop,Data bricks,Azure",5-8 Years
DB/ETL Technical Lead,dentsu,Full time,"Thane, India","Sql,Python,UNIX,Database,Etl",7-9 Years
Junior Developer - Data Engineering (Bangalore),3M,Full time,"Bengaluru / Bangalore, India","snowflake,Relational Databases,Data Warehousing,Hana,Azure",2-4 Years
Product Manager (Tech),Meesho,Full time,"Bengaluru / Bangalore, India","Conflict Resolution,Analytics,Data Analysis,project management",3-5 Years
Sr Technical Lead,Birlasoft Inc,Full time,"Pune, India","Azure Services,BI & analytics,Application Interface Design,Structured and Non-Structured Data",8-10 Years
Senior Developer - Data Engineering/Science (Bangalore),3M,Full time,"Bengaluru / Bangalore, India","Jupiter Notebooks,Relational Databases,R,Time Series Forecasting",5-7 Years
Growth_Comm.Banking_QA&Testing_AVP_Pune,Deutsche Bank,Full time,"Pune, India","Google BigQuery,Google Pub/Sub,Relational,Key-Value,Document",8-10 Years
Sr Software Engineer,ESSENWARE PRIVATE LIMITED,Full time,"Hyderabad / Secunderabad, Telangana, India","Big Query,pipeline build,Data Flow,Looker,Java,Tableau,Advanced Sql",4-10 Years
Ab Initio Developer,ITI Data,Full time,Pune,"agile development process,data acquisition,curation,OOB,Metadata Hub",3-7 Years
Junior Developer - Data Engineering (Bangalore),3M,Full time,"Bengaluru / Bangalore, India","snowflake,Relational Databases,Data Warehousing,Hana,Azure",2-4 Years
Senior Developer - Data Engineering/Science (Bangalore),3M,Full time,"Bengaluru / Bangalore, India","Jupiter Notebooks,Relational Databases,R,Time Series Forecasting",5-7 Years
Data Scientist,Clientserver Solutions Private Limited,Full time,"Hyderabad / Secunderabad, Telangana",Data Scientist,5-8 Years
GCP Data Architect - 7+ Years,WovV Technologies (Division of Techno compass consulting Pvt Ltd),"Work From Home, Full time","Bengaluru / Bangalore, Chennai","Pub/Sub,container,Data Catalog,Gcp,Etl,Python,Sql,Data Pipeline",7-12 Years
Project Manager,Evalueserve SEZ (Gurgaon) Private Limited,Full time,"Bengaluru / Bangalore, Delhi","Project Management,Brd",8-15 Years
Senior Engineer,Tredence Analytics Solutions Private Limited,Full time,Bengaluru / Bangalore,"Sql,Databricks,Pyspark",6-15 Years
Azure DataBricks Lead,Tredence Analytics Solutions Private Limited,Full time,Chennai,Azure Databricks,5-8 Years
"Staff Software Engineer, Data",6sense,Full time,"Remote, India","airflow,Big Data,Presto,Apache Spark,Hive,hadoop,unix/linux",8-10 Years
Senior Associate,PwC,Full time,Bengaluru / Bangalore,"GCP Dataflow,GCP Cloud Datastore,data engineering",4-6 Years
Senior Associate,PwC,Full time,Bengaluru / Bangalore,"DocumentDB,BI Landscape,Certification,Data Components,Glue",4-6 Years
"Business Intelligence Engineer, IPAT Automation Team",Amazon Music,Full time,"Bengaluru / Bangalore, India","r,co-relation analysis,Microstrategy,Powerbi,Nosql,Tableau",2-4 Years
Analyst - Business Consulting (AILABS),Infosys Limited,Full time,"Pune, India","cd/cd,python,Git,Rest Api,Pyspark,Pandas,olap,Azure,Devops",3-10 Years
Product Manager (Tech),Meesho,Full time,"Bengaluru / Bangalore, India","Conflict Resolution,Analytics,Data Analysis,project management",3-5 Years
"Vice President, Data Management Engineer",Bank of New York,Full time,"Pune, India","Python,Sql,Bash,Docker,Git,Tableau,Linux",10-15 Years
Manager_ Lead_ Node JS Developer _ D&A_ Pune,Vodafone Intelligent Solutions,Full time,"Pune, India","Data Modelling,Data Warehousing,Java,Data Manipulation,Python",2-5 Years
Senior Associate,PwC,Full time,Kolkata,"Apache Airflow,AWS Devops,Ansible,Spark,Sql,Python,AWS",5-8 Years
Product Manager (Tech),Meesho,Full time,India,"Technical Product Management,Conflict Resolution,Analytics,Project Management",3-5 Years
Deputy Manager_ Assistant Manager_Java_Pune,Vodafone Intelligent Solutions,Full time,"Pune, India","Data Modelling,Data Warehousing,Java,Data Manipulation,Python",2-5 Years
Senior Associate,PwC,Full time,Bengaluru / Bangalore,"GCP Dataflow,GCP Cloud Datastore,data engineering",4-6 Years
IN_RBAI_Plant Data officer,Robert Bosch,Full time,India,"Nod Red,Project management,Web scada,semantics,Tableau Server User",3-4 Years
Associate,PwC,Full time,"Gurugram, Gurgaon / Gurugram","Business Analytics,data engineering,Mainframe Development",3-8 Years
"Associate Engineer, Software Development-IND",Ingram Micro,Full time,"Chennai, India","python,hadoop,Data Modeling,Gcp,Spark,Database Design",0-2 Years
"Engineer, Software Development-IND",Ingram Micro,Full time,"Chennai, India","Python,Sql,AWS,Gcp,Hadoop,Spark",0-2 Years
Developer - Data Engineering (Bangalore),3M,Full time,"Bengaluru / Bangalore, India","snowflake,Relational Databases,Sql,Datawarehouse,Python,Hana",4-6 Years
Senior Developer - Data Engineering (Mainframe) - Bangalore,3M,Full time,"Bengaluru / Bangalore, India","CA-7,Mainframe,Sql,Cobol,DB2,JCL,Endeavor",8-10 Years
"Associate Engineer, Software Development-IND",Ingram Micro,Full time,"Chennai, India","Python,Sql,AWS,Gcp,Hadoop,Spark",0-2 Years
Developer - Data Engineering - Bangalore,3M,Full time,"Bengaluru / Bangalore, India",,Fresher
"Staff Software Engineer, Data",6sense,Full time,"Remote, India","airflow,Big Data,Presto,Apache Spark,Hive,hadoop,unix/linux",8-10 Years
"Sr. Engineer, Software Development-IND",Ingram Micro,Full time,"Chennai, India","ms ssis,object-oriented,cloud platforms,stream-processing systems",4-5 Years
Senior Data Engineering Manager,Bajaj Allianz General Insurance Company Limited,Full time,"Pune, India","snowflake,Dms,Airflow,Glue,dbt,AWS,S3,Emr,Lambda",7-9 Years
Big Data| Python | Pyspark | Azure| Terraform,Michael Page,Full time,India,"azure sql data warehouse,delta lake,azure blob storage,Pyspark",0-2 Years
Edge Developer / Engineer for Edge AI / Processing :,Cyient Inc,Full time,"India, Noida",,6-9 Years
Senior Databricks Engineer / Databricks Technical Lead/ Data Architect,Tredence Analytics Solutions Private Limited,Full time,"Delhi, Pune","Azure Stack,Databricks,AWS,Etl,Data Warehouse,Sql,Python",3-13 Years
"DevOps,GCP,ETL,SQL/Senior Consultant Specialist/Hyderabad/Enterprise Technology:0000JFD4",HSBC,Full time,"Hyderabad / Secunderabad, Telangana, India","SQL Data Warehousing,GCP Big Query SQL,Etl,Java,Apache Spark",2-7 Years
Senior Databricks Engineer / Databricks Technical Lead/ Data Architect,Tredence Analytics Solutions Private Limited,Full time,"Bengaluru / Bangalore, Chennai","Azure Stack,Databricks,AWS,Etl,Data Warehouse,Sql,Python",3-13 Years
Data Catalog Engineer,Workday,Full time,"Pune, India","Airflow,Data Governance,Sql,Java,Data Quality,Python,Spark",3-6 Years
Principal Consultant,Birlasoft Inc,Full time,India,"Celonis,P2P,Modeling,data models,Technical Analysis,Visualization",3-5 Years
Advisory-Management-P Google Cloud Platform Executive,KPMG,Full time,Pune,,Fresher
Manager (DB/ETL),dentsu,Full time,"Thane, India","Big query,Matillion,Teradata,Client-facing skills,Snowflake DB,Stakeholder Management",8-12 Years
Data Platform Engineer,PayU,Full time,"Bengaluru / Bangalore, India","Chef,airflow,Python,Sql,Redshift,postgresql,mongodb,Django",2-3 Years
Deputy Manager _ Assistant Lead _ Data Modeler_ D&A _ Pune,Vodafone Intelligent Solutions,Full time,"Pune, India",,Fresher
DataOps,Quess IT Staffing (Formerly known as Magna Infotech),Full time,"Hyderabad / Secunderabad, Telangana","DataOps,Pyspark,data engineering,Data Integration",4-6 Years
Senior Associate,PwC,Full time,Bengaluru / Bangalore,"Analytics Presentation Layer,Performance Improvement,Go,Relational Databases",3-7 Years
Palantir Big data Developer,Capgemini Technology Services India Limited,Full time,"Delhi, Hyderabad / Secunderabad, Telangana","Palantir Foundry,Active JS,Python,Pyspark,Node JS,AWS,Angular",2-12 Years
DataOps,Quess IT Staffing (Formerly known as Magna Infotech),Full time,"Hyderabad / Secunderabad, Telangana","DataOps,Pyspark,data engineering,Data Integration",4-6 Years
Palantir Big data Developer,Capgemini Technology Services India Limited,Full time,"Mumbai, Pune","Palantir Foundry,Active JS,Python,Pyspark,Node JS,AWS,Angular",2-12 Years
Azure Data Lead,Conneqt Business Solutions Limited,Full time,"Hyderabad / Secunderabad, Telangana","Azure Databrick,spyspark,Azure Data Factory,Azure Data Lake,Sql",5-8 Years
Project Delta Engineer - Developer,Deutsche Bank,Full time,"Pune, India",,Fresher
Palantir Big data Developer,Capgemini Technology Services India Limited,Full time,"Bengaluru / Bangalore, Chennai","Palantir Foundry,Active JS,Python,Pyspark,Node JS,AWS,Angular",2-12 Years
Great opportunity for the Data Engg Lead for our Product based company,Advent Global Solutions INC,Full time,Bengaluru / Bangalore,"""Big Data"",Pipelines,""technical design"",architectures,""data sets""",10-15 Years
Data Science Engineer,Electrobrain Modern Technologies Private Limited,Full time,"Chennai, Delhi",pythondata miningProblem SolvingsqlData Science Pysparkalgorithmsnatural language processingteam handlingtime seriesnosqlanalyticsdeep learningregressionlogistic regressionmongodb,3-8 Years
Data Science Engineer,Electrobrain Modern Technologies Private Limited,Full time,"Noida, Pune",pythondata miningProblem SolvingsqlData Science Pysparkalgorithmsnatural language processingteam handlingtime seriesnosqlanalyticsdeep learningregressionlogistic regressionmongodb,3-8 Years
IBM DataStage Developer - Oracle SQL,Endeavour Recruitment Solutions Limited,"Work From Home, Full time",Remote,"Datastage,Etl,Oracle,Sql,Pl-sql",7-12 Years
Snow flake Developer,Executive Softway Guild India Private Limited,"Contract Job, Part time",Remote,snowflake developer,7-12 Years
Data Science Engineer,Electrobrain Modern Technologies Private Limited,Full time,"Chennai, Delhi",pythondata miningProblem SolvingsqlData Science Pysparkalgorithmsnatural language processingteam handlingtime seriesnosqlanalyticsdeep learningregressionlogistic regressionmongodb,3-8 Years
Data Engg Lead,Advent Global Solutions INC,"Jobs for Women, Full time",Bengaluru / Bangalore,"""Big Data"",Pipelines,""technical design"",architectures,""data sets""",10-15 Years
Data Enrichment,DSP Investment Managers Private Limited,Full time,"Mumbai, Mumbai City","Python,Spark,data pipeline,Aws Cloud,Bigdata,Hadoop,Qlikview Developer",4-6 Years
Data engnieer,D Square Consulting Services Private Limited,Full time,Bengaluru / Bangalore,"Python,Java,Tableau,Sql,Bi Tools,MS-SQL",5-10 Years
Consultant - Big Data,Orange,Full time,"Gurgaon / Gurugram, India","Airflow,Cloud Composer,Pubsub,VertexAI,Python,Java,Devops",0-2 Years
Senior Associate,PwC,Full time,Bengaluru / Bangalore,Data Visualization,4-7 Years
technology leader (data platform) - individual contributor,Cred,Full time,"Bengaluru / Bangalore, India","snowflake,airflow,python,Kafka,apache flink,aws,Machine Learning",7-9 Years
Internalization_Comm.Banking_Lead Business Functional Expert,Deutsche Bank,Full time,"Pune, India","Google BigQuery,Google Pub/Sub,Relational,Key-Value,Document",12-14 Years
Assistant Manager_Senior Engineer_GCP_Pune,Vodafone,Full time,Pune,"Data Modelling,Data Warehousing,Java,Data Manipulation,Python",2-5 Years
Senior Associate,PwC,Full time,Mumbai,"Troubleshooting,Root Cause Analysis,Problem-solving,Data-warehousing",3-5 Years
Consultant - Package Implementation,LTIMindtree Limited,Full time,"Bengaluru / Bangalore, India",,Fresher
Senior Associate,PwC,Full time,Bengaluru / Bangalore,"AWS Devops,Pyspark",5-8 Years
Specialist - Data Engineering,LTIMindtree Limited,Full time,"Noida, India","visualisation,ADLS,Databricks,Scrum,BI,Azure,agile",5-7 Years
Consulting_SAMA_A&C_Python/PLSQL_Con/Sr. Con,Deloitte,Full time,"Delhi, India","snowflake,NIFI,Control-M,Pandas,Numpy,Sql,AWS,Bitbucket",3-8 Years
Manager _ Lead _ Operation Specialist _ D&A _ Pune,Vodafone,Full time,Pune,"Data Modelling,Data Warehousing,Java,Data Manipulation,Python",2-5 Years
Associate,PwC,Full time,Mumbai,"Go,Oracle,AWS,MYSQL,Mongo Db,Python,Azure,Gcp,MS SQL",2-5 Years
Senior Specialist - Data Engineering,LTIMindtree Limited,Full time,"Bengaluru / Bangalore, India","Dev-Ops,Infrastructure as code,Azure Synapse Analytics,SQLs scripting",5-7 Years
Senior Associate,PwC,Full time,Mumbai,"Troubleshooting,Root Cause Analysis,Problem-solving,Data-warehousing",4-6 Years
Data Scientist,Barclays,Full time,Pune,"machine language,mlib,unix,Hive,hadoop,cloud,Pyspark",3-5 Years
Senior Specialist - Data Engineering,LTIMindtree Limited,Full time,"Hyderabad / Secunderabad, Telangana, India","visualisation,ADLS,Databricks,Scrum,BI,Azure,agile",5-7 Years
Deputy Manager _ Assistant Lead _ GCP Platform Engineer _ D&A _ Pune,Vodafone,Full time,Pune,,Fresher
ML Ops Engineer,Barclays,Full time,Pune,"machine language,mlib,unix,Hive,hadoop,cloud,Pyspark",0-2 Years
Technical Lead,Birlasoft Inc,Full time,India,"Azure Data Factory,Sql,Azure Log Analytics,Spark SQL,Python,Azure Data Lake",5-7 Years
Lead Data Analytics Engineer,Providence India,Full time,India,,Fresher
Deputy Manager_ Assistant Lead_GCP_Pune,Vodafone,Full time,Pune,,Fresher
Technical Manager - Azure,Ecolab,Full time,"Bengaluru / Bangalore, India","Service Bus,Event Hub,Power BI Reports,Azure Functions,Azure Data Factory",5-8 Years
Python Full stack Developer,Wolters Kluwer India Private Limited,Full time,"Pune, India","Poetry,Ray,Beautiful Soup,Dask,Spring Boot,Orm,Bamboo",2-8 Years
Data Engineering Leader,Quantiphi Analytics Solutions Private Limited,Full time,"Bengaluru / Bangalore, India","Airflow,Dynamo,Step Functions,Glue,Hudi,DeltaLaketables,Iceberg",12-14 Years
Senior Associate,PwC,Full time,Mumbai,"Data-warehousing,Stored Procedures,Azure,Sql,Scrum,Etl,Agile",4-6 Years
Celonis Developer,GLOINNT Solutions Private Limited,Full time,"Bengaluru / Bangalore, Gurgaon / Gurugram",Developer,2-12 Years
Databricks Developer,Gainwell Technologies LLC,Full time,"Bengaluru / Bangalore, Chennai","Databricks,Pyspark,Sql",1-3 Years
AWS Cloud,Anlage Infotech India Private Limited,Full time,Chennai,"Aws Cloud,Data Warehouse,Big Data",4-9 Years
Senior ETL Developer – Informatica,Athenahealth Technology Private Limited,Full time,Bengaluru / Bangalore,"ETL Developer,snowflake,Python,Informatica Power Center,MySQL",4-9 Years
Data Modeling Techniques and Methodologies Application Developer,Accenture in India,Full time,"Bengaluru / Bangalore, India","Healthcare Data Analysis,snowflake,FHIR,Relational Data Structures",4-6 Years
Big Data Developer,GSPANN Technologies,Full time,"Hyderabad / Secunderabad, Telangana, Pune","Hdfs,Hive,Spark,Scala,Java,Pig",5-10 Years
Databricks Developer,Gainwell Technologies LLC,Full time,"Bengaluru / Bangalore, Chennai","Databricks,Pyspark,Sql",1-3 Years
GCP : Data Architect,Conquer Hire Llp,Full time,Bengaluru / Bangalore,"Data lake implementation,Teradata,Gcp,Data Architect,Etl,Informatica",15-20 Years
AWS Cloud,Anlage Infotech India Private Limited,Full time,Chennai,"Aws Cloud,Data Warehouse,Big Data",4-9 Years
Urgent requirement Data Science FullTime,Company name confidential,"Jobs for Women, Full time","Bengaluru / Bangalore, Chennai","Data Architect,Data Science",5-9 Years
